class,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
standing,0.635584176,0.320996702,-0.250940472,0.999931455,0.461714566,0.316753566,-0.187740952,0.999926686,0.705435336,0.525553286,-0.45213598,0.999993682,0.383903533,0.52598542,-0.398024499,0.999811947,0.635168314,0.409201562,-0.794094145,0.999974728,0.437261403,0.404164582,-0.771772802,0.999769509,0.612649798,0.387439072,-0.86519295,0.999695659,0.46149534,0.391906142,-0.842198491,0.998786271,0.604525745,0.364759326,-0.838805139,0.999624968,0.469366759,0.369573683,-0.81691587,0.998387098,0.608712614,0.369447917,-0.789549887,0.999663472,0.465600699,0.370859385,-0.768382788,0.998213649,0.59407711,0.697991908,-0.01352972,0.999479592,0.484219193,0.690965176,0.014492553,0.999346435,0.599903524,0.956939816,-0.14487502,0.697202027,0.482781559,0.950283587,-0.104952998,0.736318529,0.593494892,1.213187456,0.297330737,0.015018437,0.485990822,1.197493553,0.272193164,0.015764417,0.595309317,1.250951648,0.347175896,0.023122469,0.482233703,1.228743315,0.314472735,0.016521946,0.582223892,1.292806625,0.232347697,0.001863986,0.504812658,1.284890652,0.189620152,0.001678926
standing,0.641397238,0.34679842,-0.206183359,0.999901533,0.461866081,0.33709836,-0.146108478,0.999885321,0.687267423,0.551741838,-0.314799726,0.999992967,0.413293719,0.540178955,-0.349654973,0.999572098,0.577042937,0.561072469,-0.618968368,0.999962568,0.391760945,0.456826359,-0.775380254,0.999645352,0.545205593,0.576580465,-0.683288336,0.999622703,0.380075246,0.428557754,-0.851113558,0.998859525,0.54070735,0.551381886,-0.676809907,0.999557316,0.38967216,0.403365284,-0.853351891,0.998607934,0.549877584,0.540776074,-0.619656801,0.999627113,0.398157597,0.412656009,-0.784061849,0.998503208,0.584572971,0.735183716,0.001859787,0.999840617,0.479162961,0.724591494,-0.001272308,0.999807417,0.608087361,0.989281774,-0.128638312,0.8647632,0.489326268,0.984606683,-0.076356664,0.897372425,0.585742533,1.248830557,0.37188527,0.02196349,0.47580722,1.259070516,0.313997149,0.047776576,0.58029139,1.282248139,0.42815879,0.037197217,0.467630327,1.290071011,0.35803324,0.027885661,0.589714944,1.343524218,0.333749235,0.003014866,0.502363443,1.353508472,0.237293825,0.0042473
standing,0.441230536,0.311412841,0.16347833,0.999921083,0.304662496,0.270218819,-0.038458966,0.999961615,0.495144427,0.452706754,0.003791278,0.994337499,0.250445068,0.362979293,-0.303126991,0.999531031,0.497838497,0.376414895,-0.32102862,0.994422615,0.37635985,0.341426164,-0.505130887,0.997972429,0.493712783,0.357065856,-0.379000306,0.981529653,0.400785059,0.339706361,-0.570209026,0.990278184,0.488444358,0.34417215,-0.374923766,0.980694652,0.4048388,0.328525245,-0.533028305,0.988489091,0.483934999,0.35227862,-0.329770505,0.981576741,0.400797993,0.330605954,-0.495151401,0.985966384,0.415961891,0.618587792,0.047013335,0.999489069,0.328265578,0.620113134,-0.046728402,0.999319434,0.448767483,0.908349872,0.034328349,0.8187235,0.352345049,0.909858823,-0.054762013,0.884189665,0.432628095,1.099737048,0.353047222,0.272119492,0.34644255,1.098982573,0.185591921,0.429622114,0.423713565,1.123467326,0.383551329,0.171192393,0.343418151,1.121571541,0.206345618,0.181401968,0.443066537,1.190927744,0.283260167,0.163373142,0.355505884,1.193680644,0.071472868,0.258196026
standing,0.632697105,0.341780692,-0.202068165,0.999827385,0.45993191,0.339344412,-0.114029393,0.999885678,0.666770101,0.545128524,-0.320899129,0.999970555,0.407391012,0.538776755,-0.269904971,0.999111831,0.542388201,0.507817268,-0.58924365,0.999838591,0.438298166,0.475697875,-0.631753087,0.998710632,0.50383538,0.497454524,-0.654691398,0.998379469,0.442577422,0.459495336,-0.699718595,0.995058298,0.500177205,0.468287587,-0.635281682,0.998025179,0.448687971,0.430269331,-0.692437768,0.993784785,0.505946517,0.470215499,-0.583408296,0.998254836,0.451089114,0.43748638,-0.634049177,0.993556321,0.581389964,0.720229387,-0.013057078,0.999735296,0.478058338,0.709042132,0.013744904,0.999736488,0.593076825,0.977905154,-0.104499541,0.643880069,0.473793924,0.96189332,-0.040295497,0.675674736,0.576464593,1.209686756,0.373063058,0.013365281,0.472110599,1.21576488,0.338374317,0.022617608,0.575179994,1.241793036,0.42430526,0.025657697,0.467463791,1.246836185,0.37880379,0.020625399,0.570883989,1.2894485,0.312459201,0.002515009,0.491711408,1.296487808,0.248244256,0.003252835
standing,0.439763248,0.309756249,0.046222527,0.999834418,0.300239742,0.291409373,-0.126177087,0.999863386,0.455949128,0.506192684,-0.088396229,0.992692947,0.249582797,0.483397156,-0.310443908,0.998489618,0.475777537,0.398220807,-0.441385448,0.99484092,0.31689769,0.37068519,-0.568602562,0.998440444,0.476559818,0.36664921,-0.499375731,0.987697065,0.33269313,0.348799914,-0.631395042,0.995479226,0.474180102,0.348181903,-0.504860044,0.98695147,0.335623831,0.324014515,-0.61622113,0.994568348,0.471562833,0.361670673,-0.452709675,0.986836314,0.334130406,0.330496639,-0.564408123,0.99235791,0.412885785,0.612937689,0.040791806,0.998791277,0.329103053,0.618985593,-0.040631302,0.998489857,0.444353759,0.905180931,0.055599876,0.867214262,0.352000535,0.901379287,-0.025896603,0.926779032,0.431300461,1.105048299,0.326243043,0.364061892,0.345909387,1.107846737,0.177750498,0.50691396,0.423578739,1.132965326,0.350350827,0.248487204,0.344127566,1.135484934,0.193890691,0.232396036,0.448096752,1.194018841,0.224329159,0.177999973,0.364688724,1.201484919,0.037169948,0.25093475
standing,0.614847898,0.324143559,-0.212349802,0.999898434,0.448035419,0.331336975,-0.19463414,0.999948144,0.668078184,0.525629282,-0.2096522,0.999737799,0.382357925,0.548564911,-0.359190822,0.997011781,0.555268347,0.562745988,-0.372630626,0.997973382,0.42281574,0.395403773,-0.668906152,0.998336673,0.531504035,0.589305282,-0.409400254,0.986962616,0.439477623,0.367080092,-0.731233716,0.994589448,0.5216043,0.567805052,-0.412252486,0.985746861,0.445735991,0.348658204,-0.706661344,0.992610753,0.527423203,0.557443559,-0.372987807,0.986028731,0.443314761,0.357587487,-0.661750197,0.990300059,0.573086977,0.690955162,-0.003998561,0.998476565,0.473004013,0.685597658,0.004816533,0.998504758,0.575898767,0.948444843,-0.094619855,0.455031127,0.470105857,0.941983879,-0.047309067,0.438764513,0.56964463,1.174130201,0.297005385,0.018905319,0.466653347,1.188137293,0.238825291,0.017714439,0.569571137,1.209808826,0.337304533,0.031200035,0.462063819,1.221296549,0.266782343,0.021544464,0.562618196,1.247653246,0.21814853,0.004642941,0.490788043,1.271971822,0.119434126,0.004153091
standing,0.442370206,0.290652514,0.132365644,0.999762475,0.327593744,0.287951082,-0.164055139,0.999774039,0.48528111,0.46168676,-0.014496422,0.984176874,0.356529057,0.467066556,-0.340261072,0.99800688,0.440402925,0.328848749,-0.328424692,0.989888251,0.428178847,0.326724797,-0.434604764,0.995808721,0.429873794,0.288481414,-0.373178959,0.964161515,0.42943874,0.290620774,-0.474034101,0.981933773,0.428889394,0.268798023,-0.351445645,0.956513584,0.426712453,0.270692468,-0.454276025,0.976720035,0.430560857,0.287315965,-0.327015311,0.952640355,0.426589996,0.286223173,-0.422389686,0.968747437,0.437185764,0.60397917,0.075576872,0.999639511,0.362618893,0.609192133,-0.07542935,0.999337018,0.454384267,0.861455858,0.113845505,0.817067504,0.372338086,0.877528489,-0.027917674,0.868548453,0.443990529,1.034486055,0.373969048,0.391226649,0.349038899,1.040924907,0.196458265,0.478086233,0.44849053,1.082063198,0.395020247,0.339584112,0.339987189,1.06352067,0.214203313,0.221547142,0.491545796,1.128726006,0.275663167,0.227678046,0.384268194,1.12706399,0.071750253,0.246081635
standing,0.632561803,0.343258142,-0.23425892,0.999641418,0.450087041,0.350505024,-0.08853735,0.999275267,0.651460767,0.551808536,-0.183011532,0.999691129,0.422452718,0.542457879,0.013587475,0.983234882,0.665834725,0.74325645,-0.289387614,0.998155534,0.388240486,0.722437561,-0.116224043,0.967551887,0.683352709,0.798342347,-0.338732928,0.992813408,0.371638626,0.77818507,-0.148080409,0.948551714,0.673540771,0.798054814,-0.388221115,0.993613303,0.388345361,0.783689559,-0.216901138,0.953296721,0.66239506,0.779548049,-0.311409533,0.995037615,0.394546241,0.764706969,-0.148511112,0.963451982,0.580005467,0.73127079,-0.012752149,0.998278141,0.476062417,0.720722198,0.013757979,0.99840349,0.588448346,0.965608895,-0.032421757,0.572659731,0.484247208,0.960274875,-0.086103335,0.698538899,0.590952039,1.240958333,0.280912966,0.037754398,0.496097773,1.252872705,0.065382481,0.083889015,0.589107811,1.279009581,0.314024955,0.031318471,0.491566241,1.294914484,0.082493849,0.031698704,0.594583035,1.313533068,0.196410552,0.009598472,0.516472101,1.327172995,-0.078428932,0.016172132
standing,0.479512393,0.296839684,0.198852032,0.999883175,0.373335719,0.255895019,-0.0618909,0.999892116,0.497024,0.455645204,0.087432124,0.89440918,0.412161529,0.344681859,-0.348497599,0.997567952,0.495150715,0.482808739,-0.141766489,0.919874847,0.479784578,0.233893156,-0.459376633,0.996569753,0.498712569,0.504289269,-0.181772605,0.874879301,0.502405763,0.21572262,-0.517212152,0.989112318,0.490775973,0.495358974,-0.191748604,0.884024918,0.503521204,0.206294984,-0.483067423,0.986603975,0.488333374,0.486774772,-0.154503047,0.889527977,0.496641785,0.21240516,-0.449715257,0.983297229,0.46006766,0.610827982,0.057052132,0.999796689,0.381830573,0.608225405,-0.056812663,0.999678016,0.452715069,0.898322165,0.062237136,0.849622428,0.373919547,0.891056657,-0.025705889,0.897654116,0.438016146,1.085117698,0.365004033,0.405380726,0.35481599,1.095362425,0.17647095,0.594626248,0.42925474,1.108537197,0.393250257,0.236298874,0.351691514,1.122745395,0.192156151,0.250740945,0.446355045,1.17111516,0.29309544,0.302836478,0.364015967,1.183798671,0.049836226,0.463278085
standing,0.509031236,0.3017537,0.193530247,0.999817908,0.402645797,0.268794477,-0.063225709,0.999788463,0.530581832,0.451698095,0.082098261,0.925682604,0.439269632,0.379996181,-0.311598659,0.998725116,0.53458482,0.487986058,-0.160684913,0.954135895,0.520991445,0.278030783,-0.432393312,0.996825933,0.534199595,0.515128374,-0.202211604,0.916457057,0.543500006,0.261643022,-0.488390625,0.988909543,0.527163565,0.501763463,-0.210891604,0.915170848,0.544440806,0.251358718,-0.457773715,0.986188352,0.523594141,0.493680745,-0.171198279,0.919555783,0.537632644,0.254513085,-0.421733052,0.981069803,0.487441659,0.618784666,0.057108361,0.999857426,0.410698354,0.614197671,-0.05719398,0.999715745,0.469379634,0.889681876,0.06825304,0.851103067,0.399662316,0.882130623,-0.028625956,0.906916559,0.456153065,1.084016323,0.320957392,0.505394876,0.370604277,1.069176197,0.158764347,0.629566669,0.445609719,1.109667778,0.341692358,0.324370593,0.365650982,1.093911886,0.172412992,0.261973411,0.471042782,1.166646957,0.234517127,0.375923693,0.380739331,1.156471968,0.035780057,0.481871068
standing,0.618183434,0.338037223,-0.328390628,0.999757826,0.444462299,0.333513558,-0.174095854,0.999660969,0.604828417,0.55278343,-0.350274235,0.999857068,0.411990762,0.537451148,-0.133696333,0.989504337,0.585216105,0.739818335,-0.463337958,0.999375403,0.372261792,0.722164333,-0.29104811,0.985614359,0.592535496,0.801824689,-0.519053161,0.9972772,0.351271689,0.766518235,-0.331113935,0.976037145,0.580554307,0.797599971,-0.552164674,0.997365296,0.361749172,0.771795392,-0.388426155,0.97677201,0.573816359,0.777673841,-0.478786886,0.997746408,0.372461498,0.754453778,-0.319062173,0.981163323,0.561756432,0.675917864,-0.028207559,0.999861956,0.462816507,0.679746926,0.028486041,0.999865055,0.57977438,0.922018826,-0.176528111,0.69893223,0.447256297,0.947070837,-0.240400001,0.807025194,0.578663468,1.071702242,0.232578963,0.018358279,0.465101302,1.096920729,0.083420783,0.041747671,0.579472899,1.093396306,0.277896464,0.023140496,0.4641864,1.120378256,0.121645913,0.029508194,0.573229849,1.123447895,0.221885175,0.004366856,0.470519245,1.150474072,0.050384421,0.007360037
standing,0.428622872,0.264330089,0.115662523,0.999207199,0.294855475,0.279122859,0.084718451,0.999233842,0.451735526,0.40399757,-0.092663325,0.986127734,0.286081851,0.464274526,-0.145990312,0.990360975,0.385049641,0.305545211,-0.388776869,0.986406028,0.304054022,0.319383502,-0.419226348,0.993024111,0.361601502,0.271405131,-0.447632372,0.961453617,0.312948018,0.2894333,-0.471032321,0.982929468,0.361589581,0.247780383,-0.416529268,0.956331074,0.316014439,0.26793468,-0.456004977,0.979633689,0.36586684,0.264372796,-0.382688642,0.953537703,0.313182473,0.279266506,-0.41632694,0.971739113,0.420334697,0.590282679,-0.002634897,0.999250233,0.338158518,0.596584857,0.002569705,0.999047577,0.443051934,0.87925601,-0.020459307,0.901366055,0.33952716,0.8819502,0.016497377,0.896633983,0.424592018,1.052193165,0.248069346,0.47655499,0.336818844,1.094062328,0.182685539,0.62726301,0.422623813,1.096856356,0.270721674,0.255148679,0.339661121,1.123077631,0.193531305,0.26036942,0.4349114,1.166211843,0.131801456,0.311686158,0.336985856,1.180762172,0.02513445,0.418866783
standing,0.441440225,0.308002263,0.16141507,0.99964869,0.322041094,0.303227365,-0.1667061,0.999776185,0.466055334,0.483195931,0.116119973,0.9336285,0.316957742,0.502111137,-0.363637,0.996872246,0.554166436,0.429945469,-0.208089098,0.974417269,0.364906907,0.394663721,-0.594923973,0.99644202,0.573604703,0.411067426,-0.251982689,0.959309816,0.371904284,0.36602062,-0.661811769,0.991934419,0.572917521,0.394307047,-0.28587535,0.960349441,0.368745446,0.344022572,-0.654594719,0.990886807,0.566040576,0.400159329,-0.232244447,0.961986601,0.369158506,0.35215196,-0.593351066,0.987027347,0.433575809,0.614212394,0.083342321,0.998293579,0.360207409,0.617469668,-0.083254762,0.997973025,0.460990757,0.89520961,0.11930915,0.744262218,0.355375409,0.898741722,-0.052668463,0.856290698,0.446969539,1.095987082,0.327544808,0.369711637,0.337713122,1.101315141,0.092552759,0.534427643,0.435033113,1.129128218,0.343541771,0.294524282,0.32865262,1.130400658,0.100869045,0.258370936,0.478080869,1.171046257,0.228864998,0.227215126,0.364927441,1.186247587,-0.052900389,0.324803561
standing,0.491977543,0.308706164,0.224876195,0.999685168,0.391593635,0.284252256,-0.137941331,0.99965167,0.503371,0.460492939,0.169841707,0.849137247,0.450327635,0.359647185,-0.376753598,0.997377872,0.510638893,0.489949852,-0.048722759,0.908835888,0.488841593,0.228848875,-0.437135071,0.99698478,0.509908736,0.509540379,-0.082295612,0.834148765,0.497739017,0.199213326,-0.491325855,0.989100277,0.503371656,0.495575011,-0.094206654,0.847323775,0.494159251,0.192215383,-0.460232943,0.986389101,0.501503468,0.490769416,-0.061673228,0.854300916,0.493640542,0.203678101,-0.425993949,0.983314991,0.486865669,0.620989621,0.094109453,0.999773562,0.418341398,0.622942924,-0.094158493,0.999563396,0.479389668,0.875801861,0.071144782,0.631861746,0.454841226,0.877998948,-0.104280502,0.74702698,0.454307973,1.058178186,0.267059624,0.318592757,0.415445894,1.064949393,0.00815181,0.455334336,0.440349579,1.088710546,0.282695979,0.275545001,0.405831695,1.093896985,0.013637895,0.214849964,0.482737362,1.122989655,0.195394367,0.2636922,0.452058226,1.138520718,-0.118803009,0.361100852
standing,0.4605425,0.310773402,0.196378946,0.999270141,0.352981955,0.286689371,-0.102628745,0.99930799,0.459330589,0.499777853,0.08812654,0.744975209,0.351578504,0.478045255,-0.299035966,0.994574249,0.483097315,0.492034137,-0.231047928,0.876038492,0.438233882,0.378940403,-0.462249458,0.988961041,0.501457095,0.492648453,-0.286395222,0.845696747,0.457678109,0.352033913,-0.521009386,0.974707425,0.503006458,0.477104396,-0.298033744,0.845051467,0.457945049,0.335983068,-0.507575214,0.971318305,0.493832707,0.483254224,-0.245755598,0.850412309,0.453074127,0.343714446,-0.456509739,0.961034656,0.446291476,0.634661674,0.077992223,0.998954177,0.371078104,0.631516159,-0.077913806,0.998473465,0.453696966,0.906276107,0.111094363,0.75885433,0.362992942,0.906486392,-0.043379791,0.873281062,0.434760869,1.109233379,0.3348656,0.429570854,0.33874023,1.111022472,0.122231714,0.580887616,0.419179559,1.137381554,0.351783991,0.340790689,0.327335209,1.136348367,0.133581117,0.260985374,0.465898395,1.193178177,0.23689656,0.325652272,0.365079641,1.203132153,-0.01437716,0.440987825
standing,0.400590092,0.293494076,0.154505447,0.99938786,0.276345789,0.293743074,-0.043197226,0.998982966,0.449377447,0.457077622,-0.004169974,0.968848825,0.311252266,0.465334028,-0.200763196,0.989373863,0.372957289,0.329369724,-0.270499408,0.973402441,0.379243642,0.336777598,-0.297747642,0.974808812,0.354873866,0.291827083,-0.326639235,0.926292241,0.38224113,0.296838731,-0.343165964,0.919494808,0.352739155,0.279601008,-0.300295353,0.918542922,0.37797001,0.279251546,-0.329253197,0.910441339,0.355020493,0.291951478,-0.267386168,0.912792027,0.377899885,0.297502726,-0.290680617,0.901149213,0.400212348,0.613182187,0.042658228,0.998318315,0.320878983,0.623566329,-0.042186413,0.996918559,0.441842556,0.897934556,0.088051066,0.687210917,0.324292362,0.908128679,0.009031001,0.702233851,0.435018599,1.089010835,0.322577298,0.386376619,0.316169769,1.105597496,0.184380114,0.453044623,0.427225262,1.117977142,0.341695905,0.215651751,0.3139171,1.130068302,0.196880624,0.188134223,0.457085073,1.175973892,0.203210995,0.304505199,0.332721561,1.197125435,0.032571461,0.358184308
standing,0.403244227,0.292364597,0.156876534,0.999901295,0.273938417,0.293767214,-0.1424703,0.999933124,0.494492441,0.418577671,0.081719346,0.998841822,0.189643845,0.436053246,-0.357085437,0.999884129,0.541983664,0.328824937,-0.261244774,0.99913007,0.272540629,0.32784304,-0.593733191,0.999739468,0.545376539,0.290332168,-0.307516068,0.995135844,0.285782278,0.300434291,-0.664065242,0.998302937,0.534552991,0.274338067,-0.332415015,0.994846821,0.288857102,0.288389832,-0.642326474,0.997902632,0.531340837,0.283641547,-0.281740695,0.99560684,0.286692709,0.297378063,-0.588063836,0.997422099,0.394282073,0.618568599,0.07708028,0.99887675,0.314055383,0.627773881,-0.076828174,0.998565614,0.440335929,0.903092027,0.080242023,0.557255983,0.319335908,0.911775231,-0.072140373,0.776766121,0.425544888,1.112851501,0.307045817,0.177301601,0.30550614,1.130442977,0.073325798,0.285372198,0.421318293,1.152755976,0.3251912,0.125113398,0.296120405,1.160663962,0.081373565,0.113441467,0.466743708,1.191100001,0.20210892,0.06256514,0.334445864,1.218345404,-0.085150599,0.096021041
standing,0.405583531,0.300581574,0.137773335,0.999919772,0.264302254,0.294905096,-0.088931642,0.99994278,0.484340072,0.428379059,0.023914587,0.996900439,0.205866158,0.439216137,-0.304951847,0.999624014,0.513603508,0.370672762,-0.324334174,0.997455657,0.315173358,0.347150177,-0.533116579,0.999016881,0.51769799,0.338070065,-0.380283326,0.988015592,0.332461059,0.321544528,-0.597244978,0.993984044,0.507812679,0.318509191,-0.387394547,0.987207353,0.33311978,0.305849046,-0.574332356,0.992674887,0.505072236,0.331757873,-0.337015927,0.988093793,0.328668565,0.313914806,-0.526385367,0.990775645,0.395510733,0.621504545,0.052168667,0.998289168,0.312848389,0.632183194,-0.051989399,0.997669995,0.437786758,0.905491948,0.070813224,0.558855057,0.319999278,0.911025822,-0.034818057,0.681759775,0.427842647,1.101103783,0.309710234,0.210866272,0.308099985,1.1178509,0.135697126,0.283716291,0.418809384,1.133860111,0.328219265,0.139763683,0.30320406,1.146189451,0.145654395,0.123769358,0.454427958,1.181822062,0.194201291,0.111042492,0.329098165,1.2060709,-0.024692863,0.145234719
standing,0.406015515,0.300837696,0.147164211,0.999930978,0.264059603,0.292432547,-0.056691665,0.999944687,0.481193364,0.435212195,0.033686858,0.996092379,0.210581616,0.436671227,-0.279131085,0.999517918,0.517271757,0.371410578,-0.299300909,0.997052431,0.3176063,0.337580532,-0.508415759,0.999008715,0.522444308,0.337907702,-0.351077616,0.986486435,0.335309297,0.312651277,-0.569886446,0.993774652,0.513645768,0.318578929,-0.358708203,0.985651374,0.335899383,0.298037797,-0.544463396,0.992373049,0.510372758,0.331496716,-0.311576903,0.986199021,0.331882566,0.305741757,-0.500946701,0.989953876,0.39167425,0.615517199,0.042380579,0.998492241,0.309801579,0.628163934,-0.042211901,0.997883022,0.438891262,0.897722185,0.049856905,0.618547797,0.320553392,0.914266348,-0.034113582,0.730029225,0.431853831,1.092758894,0.282368064,0.304438204,0.314819694,1.114111662,0.138163403,0.372256994,0.42360431,1.122814059,0.29980588,0.156707749,0.311962396,1.140257478,0.147795677,0.15109852,0.454031438,1.177924633,0.16202721,0.186133936,0.330891401,1.206992149,-0.021979751,0.230097204
standing,0.415829331,0.31693387,0.174798459,0.999756277,0.302437246,0.285944194,-0.027435502,0.999634981,0.463656127,0.47777006,0.009800928,0.977595925,0.315876395,0.416122139,-0.285636455,0.997108161,0.446002454,0.434532493,-0.298755348,0.987087488,0.359247684,0.267410278,-0.492785871,0.997600853,0.435930133,0.432768494,-0.347099394,0.967049599,0.366939545,0.233945578,-0.550821781,0.992927372,0.430398524,0.417934954,-0.340010136,0.964738071,0.364286512,0.217034236,-0.527208924,0.991359115,0.431051731,0.416190565,-0.304399341,0.965080738,0.362943739,0.234562144,-0.486139715,0.987363875,0.397063732,0.627364993,0.047729079,0.999680519,0.316258609,0.626342595,-0.047344178,0.999489784,0.439404219,0.907182038,0.075928397,0.804301798,0.32104829,0.910130501,-0.005320644,0.891266108,0.435425729,1.081139803,0.338267535,0.40350619,0.305642545,1.111122847,0.165592328,0.563974261,0.422037154,1.116452456,0.360291779,0.211497739,0.301435471,1.137544155,0.178014815,0.215066567,0.44750005,1.175565839,0.243225828,0.26736632,0.315750539,1.200095177,0.029933851,0.39056921
standing,0.518483102,0.32633999,0.003966885,0.999265492,0.399315149,0.311525971,-0.302139282,0.99970752,0.524960518,0.504253745,0.124416001,0.696437001,0.362182528,0.489182055,-0.283706039,0.991469681,0.553583741,0.652720809,-0.052641321,0.713223696,0.338615,0.655121386,-0.361067772,0.972283483,0.562649012,0.690769434,-0.087807924,0.674988985,0.332262248,0.701785028,-0.414033443,0.951603889,0.554104805,0.690723717,-0.156577647,0.703082979,0.347709119,0.70512712,-0.457557559,0.955747366,0.549066365,0.675189614,-0.086738534,0.713715017,0.35134393,0.690279245,-0.377583027,0.949010015,0.495454788,0.6154567,0.089933321,0.999262393,0.427928388,0.614091039,-0.089697473,0.999246001,0.484500587,0.88352567,0.06981089,0.852359116,0.443055689,0.884629786,-0.127614364,0.918168247,0.453307241,1.063324928,0.278254986,0.712790132,0.395595253,1.051279187,0.064028189,0.787931204,0.43648693,1.090436935,0.292119175,0.453143358,0.383105099,1.071119308,0.075571716,0.329747647,0.480763316,1.134225368,0.176133111,0.717985094,0.42297253,1.132682085,-0.061120678,0.740775347
standing,0.510420382,0.313905984,0.123733044,0.999691606,0.382245123,0.303661555,0.008458945,0.999651909,0.545255959,0.47134462,-0.004788646,0.944863319,0.405646592,0.47571677,-0.158609673,0.981044114,0.470603377,0.353284061,-0.259368867,0.938106358,0.484692514,0.355103076,-0.308995813,0.946206808,0.453098387,0.321279079,-0.311182737,0.886755526,0.492525309,0.319000006,-0.352003962,0.865193546,0.450659066,0.308119506,-0.288772017,0.871543229,0.488564253,0.30445075,-0.336205393,0.846317291,0.452653915,0.31746611,-0.255106062,0.833108127,0.488081872,0.315439939,-0.302262008,0.796619475,0.494919062,0.61450851,0.019895114,0.999648571,0.417417258,0.615936816,-0.019822406,0.999308109,0.47704038,0.887897909,-0.009306259,0.947785318,0.43049702,0.879372239,-0.038008086,0.916765213,0.452398419,1.07132566,0.274149865,0.806176841,0.399495095,1.041016698,0.222135305,0.789603949,0.441483855,1.089541316,0.296121925,0.594519734,0.40044263,1.056862116,0.242212519,0.499287784,0.450214833,1.161351681,0.158917099,0.803092718,0.39954856,1.133597851,0.104500055,0.798105717
standing,0.43053934,0.29320088,0.220216185,0.999521017,0.321279645,0.27042824,-0.07608138,0.999186218,0.443537652,0.467719972,0.128972098,0.598089755,0.377353013,0.374950767,-0.323062271,0.987108052,0.438841045,0.479246676,-0.081805669,0.74284786,0.426901251,0.224280208,-0.390411854,0.979898691,0.436787754,0.493355781,-0.115369141,0.6876899,0.436763018,0.188567191,-0.437761396,0.95329541,0.43255192,0.479656368,-0.120208345,0.691405594,0.433822393,0.179889917,-0.408685476,0.945700765,0.430890739,0.477447033,-0.091856286,0.699881434,0.432383716,0.191684693,-0.379313946,0.922941923,0.421596825,0.608972669,0.066419177,0.998930633,0.343063533,0.615503669,-0.065985382,0.998229325,0.447248638,0.882079601,0.105661012,0.747706532,0.343086958,0.899172843,-0.020157894,0.838270426,0.433465362,1.032886028,0.338583946,0.52121079,0.328769386,1.092624187,0.140153363,0.610090852,0.418061763,1.094635129,0.358111471,0.285883725,0.324806839,1.116851091,0.150638103,0.243143484,0.448206514,1.152063251,0.244487971,0.516602576,0.343725979,1.184875607,-0.002527872,0.600979149
standing,0.391815722,0.307174653,0.177329943,0.9992823,0.275418431,0.302500755,-0.079791375,0.998761535,0.411738753,0.466798306,0.045940503,0.818290293,0.292483419,0.481198192,-0.250166267,0.989136219,0.396184683,0.462550044,-0.260762155,0.866527796,0.378628105,0.375098646,-0.381269157,0.97100544,0.40298143,0.48324877,-0.32077381,0.814360142,0.393427491,0.348514408,-0.437561393,0.940613747,0.396026969,0.459787846,-0.321284592,0.812573314,0.392022192,0.339728057,-0.427112222,0.935062587,0.390436143,0.448433161,-0.270838201,0.822366178,0.38674733,0.346258491,-0.377025574,0.919163108,0.392620414,0.622914314,0.065313071,0.998655081,0.313522846,0.630265474,-0.06505388,0.997902036,0.440024823,0.893674433,0.094829872,0.687585533,0.315571874,0.900552332,-0.037368711,0.80798769,0.425122499,1.080507398,0.328803957,0.337802887,0.301579326,1.104813576,0.117361866,0.453658968,0.413643062,1.110106945,0.347963601,0.255034655,0.294564605,1.131472349,0.128184021,0.205998003,0.458839178,1.1568048,0.233615831,0.242589474,0.325146407,1.190552115,-0.02354743,0.330249816
waving,0.356795937,0.394232243,0.114816397,0.993702292,0.241219714,0.391074091,0.206205875,0.993505716,0.38147229,0.52091521,0.014607164,0.905963719,0.181948081,0.383415699,0.015545066,0.86093241,0.413915038,0.56182164,-0.139584944,0.831945896,0.155610666,0.280651987,-0.226445198,0.83660984,0.425372183,0.569042325,-0.159186065,0.77818507,0.137914643,0.251492947,-0.270529002,0.759182394,0.419775426,0.565884829,-0.178522259,0.789728999,0.143827081,0.244172841,-0.254189223,0.759790719,0.41528976,0.565334678,-0.148687586,0.778220057,0.152232647,0.254538566,-0.230519906,0.743479371,0.332813144,0.652389228,-0.031619474,0.997038245,0.264893413,0.65264982,0.031653933,0.996137083,0.332699805,0.746886194,-0.478866011,0.80415684,0.267069876,0.798534513,-0.381420672,0.697478533,0.336522967,0.998839915,-0.62396884,0.693461359,0.264807284,1.021105528,-0.498271495,0.538260877,0.336456269,1.030442476,-0.639541686,0.672915399,0.268963158,1.046291113,-0.513830125,0.532705724,0.32186228,1.080662966,-0.816121042,0.716293633,0.259276688,1.096765518,-0.683595419,0.606085896
